id;translation;levelRequired;iconId;classType
4096;none;20;971;14
4097;none;20;971;14
4098;none;1;192;0
4099;Pirate Specialist Card;1;915;31
4100;Pirate Specialist Card (Event);1;915;31
4101;Pirate Bushi (Water);1;1524;0
4102;Mini Jackpen;1;1438;0
4103;Pirate Bushi (Fire);1;1525;0
4104;Pirate Bushi (Light);1;1526;0
4105;Pirate Bushi (Shadow);1;1527;0
4106;Mount Bead;0;798;0
4107;Black Bushi Costume (Permanent);20;764;14
4108;Blue Bushi Costume (Permanent);20;760;14
4109;Green Bushi Costume (Permanent);20;752;14
4110;Red Bushi Costume (Permanent);20;754;14
4111;Pink Bushi Costume (Permanent);20;758;14
4112;Turquoise Bushi Costume (Permanent);20;762;14
4113;Yellow Bushi Costume (Permanent);20;756;14
4114;Black Bushi Hat (Permanent);20;765;14
4115;Blue Bushi Hat (Permanent);20;761;14
4116;Green Bushi Hat (Permanent);20;753;14
4117;Red Bushi Hat (Permanent);20;755;14
4118;Pink Bushi Hat (Permanent);20;759;14
4119;Turquoise Bushi Hat (Permanent);20;763;14
4120;Yellow Bushi Hat (Permanent);20;757;14
4121;Pumpkin Hat (1 Day);20;767;14
4122;Pumpkin Hat (7 Days);20;767;14
4123;Pumpkin Hat (30 Days);20;767;14
4124;Pumpkin Hat (Permanent);20;767;14
4125;Shogun Bushi;1;814;0
4126;Centurio Bushi;1;1506;0
4127;Rudolph Bushi;1;1528;0
4128;Young Rudolph Bushi;1;1528;0
4129;Elkaim;1;987;10
4130;Ladine;2;988;10
4131;Rumial;3;989;10
4132;Varik;4;993;10
4133;Mysterious Egg;1;2532;0
4134;Seraphim Egg;1;2533;0
4135;Fluffy Rabbit Ears (m) (1 Day);20;2535;14
4136;Fluffy Rabbit Ears (m) (7 Days);20;2535;14
4137;Fluffy Rabbit Ears (m) (30 Days);20;2535;14
4138;Fluffy Rabbit Ears (m) (Permanent);20;2535;14
4139;Fluffy Rabbit Ears (f) (1 Day);20;2536;14
4140;Fluffy Rabbit Ears (f) (7 Days);20;2536;14
4141;Fluffy Rabbit Ears (f) (30 Days);20;2536;14
4142;Fluffy Rabbit Ears (f) (Permanent);20;2536;14
4143;Fluffy Rabbit Costume (m) (1 Day);20;2537;14
4144;Fluffy Rabbit Costume (m) (7 Days);20;2537;14
4145;Fluffy Rabbit Costume (m) (30 Days);20;2537;14
4146;Fluffy Rabbit Costume (m) (Permanent);20;2537;14
4147;Fluffy Rabbit Costume (f) (1 Day);20;2538;14
4148;Fluffy Rabbit Costume (f) (7 Days);20;2538;14
4149;Fluffy Rabbit Costume (f) (30 Days);20;2538;14
4150;Fluffy Rabbit Costume (f) (Permanent);20;2538;14
4151;Mysterious Egg;1;2532;0
4152;German Football Bushi;1;1989;0
4153;French Football Bushi;1;1990;0
4154;English Football Bushi;1;1991;0
4155;Italian Football Bushi;1;1992;0
4156;Spanish Football Bushi;1;1993;0
4157;Polish Football Bushi;1;1994;0
4158;Russian Football Bushi;1;1995;0
4159;Czech Football Bushi;1;1996;0
4160;Turkish Football Bushi;1;1997;0
4161;Straw Hat (1 Day);20;2557;14
4162;Straw Hat (7 Days);20;2557;14
4163;Straw Hat (30 Days);20;2557;14
4164;Straw Hat (Permanent);20;2557;14
4165;Mini Kangpen;1;2559;0
4166;Leona;1;2558;0
4167;Darko the Hell Pup;1;2560;0
4168;Fibi Frosty;1;2564;0
4169;Glowing Pumpkin Hat (1 Day);20;2565;14
4170;Glowing Pumpkin Hat (7 Days);20;2565;14
4171;Glowing Pumpkin Hat (30 Days);20;2565;14
4172;Glowing Pumpkin Hat (Permanent);20;2565;14
4173;Spooky Tarot Card [Ghost];1;2566;0
4174;Spooky Tarot Card [Dracula];1;2567;0
4175;Spooky Tarot Card [Scarecrow];1;2568;0
4176;Oto-Fox Costume (30 Days);20;2569;14
4177;Oto-Fox Costume (Permanent);20;2569;14
4178;Oto-Fox Hat (30 Days);20;2570;14
4179;Oto-Fox Hat (Permanent);20;2570;14
4180;Magic Hat of Light (30 Days);20;2609;14
4181;Magic Hat of Light (Permanent);20;2609;14
4182;Magic Hat of Shadow (30 Days);20;2607;14
4183;Magic Hat of Shadow (Permanent);20;2607;14
4184;Magic Garment of Light (30 Days);20;2610;14
4185;Magic Garment of Light (Permanent);20;2610;14
4186;Magic Robe of Shadow (30 Days);20;2608;14
4187;Magic Robe of Shadow (Permanent);20;2608;14
4188;Navy Bushtail;1;2616;0
4189;Pirate Bushi (Water);1;1524;0
4190;Pirate Bushi (Fire);1;1525;0
4191;Pirate Bushi (Light);1;1526;0
4192;Pirate Bushi (Shadow);1;1527;0
4193;Leona;1;2558;0
4194;Fairy Bead;0;2562;0
4195;Football Cap (Permanent);20;2652;14
4196;Football Jersey (Permanent);20;2653;14
4197;Rudi Rowdy;1;2572;0
4198;Young Rudi Rowdy;1;2572;0
4199;Fluffy Bally;1;2581;0
4200;Inferno;1;2596;0
4201;Navy Hat (1 Day);20;2614;14
4202;Navy Hat (7 Days);20;2614;14
4203;Navy Hat (30 Days);20;2614;14
4204;Navy Hat (Permanent);20;2614;14
4205;Navy Costume (1 Day);20;2615;14
4206;Navy Costume (7 Days);20;2615;14
4207;Navy Costume (30 Days);20;2615;14
4208;Navy Costume (Permanent);20;2615;14
4209;Aqua Bushtail Hat (7 Days);20;1414;14
4210;Aqua Bushtail Hat (30 Days);20;1414;14
4211;Aqua Bushi Hat (Permanent);20;1414;14
4212;Aqua Bushtail Costume (7 Days);20;1415;14
4213;Aqua Bushtail Costume (30 Days);20;1415;14
4214;Aqua Bushi Costume (Permanent);20;1415;14
4215;Navy Bushtail;1;2616;0
4216;Pink Party Diadem (30 Days);20;2632;14
4217;Yellow Party Diadem (30 Days);20;2633;14
4218;Blue Party Diadem (30 Days);20;2634;14
4219;Pink Party Diadem (Permanent);20;2632;14
4220;Yellow Party Diadem (Permanent);20;2633;14
4221;Blue Party Diadem (Permanent);20;2634;14
4222;Pink Party Dress (30 Days);20;2635;14
4223;Yellow Party Dress (30 Days);20;2636;14
4224;Blue Party Dress (30 Days);20;2637;14
4225;Pink Party Dress (Permanent);20;2635;14
4226;Yellow Party Dress (Permanent);20;2636;14
4227;Blue Party Dress (Permanent);20;2637;14
4228;Red Peaked Cap (30 Days);20;2638;14
4229;Golden Peaked Cap (30 Days);20;2639;14
4230;Brown Peaked Cap (30 Days);20;2640;14
4231;Red Peaked Cap (Permanent);20;2638;14
4232;Golden Peaked Cap (Permanent);20;2639;14
4233;Brown Peaked Cap (Permanent);20;2640;14
4234;Red Detective's Suit (30 Days);20;2641;14
4235;Golden Detective's Suit (30 Days);20;2642;14
4236;Brown Detective's Suit (30 Days);20;2643;14
4237;Red Detective's Suit (Permanent);20;2641;14
4238;Golden Detective's Suit (Permanent);20;2642;14
4239;Brown Detective's Suit (Permanent);20;2643;14
4240;Golden Specialist Card Holder;0;2661;0
4241;Cuddly Tiger Costume (1 Day);20;2684;14
4242;Cuddly Tiger Costume (7 Days);20;2684;14
4243;Cuddly Tiger Costume (30 Days);20;2684;14
4244;Cuddly Tiger Costume (Permanent);20;2684;14
4245;Snow White Tiger Costume (1 Day);20;2686;14
4246;Snow White Tiger Costume (7 Days);20;2686;14
4247;Snow White Tiger Costume (30 Days);20;2686;14
4248;Snow White Tiger Costume (Permanent);20;2686;14
4249;Cuddly Tiger Hat (1 Day);20;2683;14
4250;Cuddly Tiger Hat (7 Days);20;2683;14
4251;Cuddly Tiger Hat (30 Days);20;2683;14
4252;Cuddly Tiger Hat (Permanent);20;2683;14
4253;Snow White Tiger Hat (1 Day);20;2685;14
4254;Snow White Tiger Hat (7 Days);20;2685;14
4255;Snow White Tiger Hat (30 Days);20;2685;14
4256;Snow White Tiger Hat (Permanent);20;2685;14
4257;Illusionist's Costume (30 Days);20;2802;14
4258;Illusionist's Costume (Permanent);20;2802;14
4259;Illusionist's Top Hat (30 Days);20;2801;14
4260;Illusionist's Top Hat (Permanent);20;2801;14
4261;Champion Amulet for Increasing Rarity;1;2804;0
4262;Champion Blessing Amulet (Random);1;2805;0
4263;Champion Amulet for Increasing Rarity;1;2807;0
4264;Champion Blessing Amulet;1;2808;0
4265;Groovy Beach Hat (30 Days);20;2884;14
4266;Groovy Beach Hat (Permanent);20;2884;14
4267;Groovy Beach Costume (30 Days);20;2885;14
4268;Groovy Beach Costume (Permanent);20;2885;14
4269;Leo the Coward;1;2883;0
4270;Baseball Bat Skin (30 Days);20;2887;2
4271;Baseball Bat Skin (Permanent);20;2887;2
4272;Recurve Bow Skin (30 Days);20;2888;4
4273;Recurve Bow Skin (Permanent);20;2888;4
4274;Tennis Racquet Skin (30 Days);20;2889;8
4275;Tennis Racquet Skin (Permanent);20;2889;8
4276;Imp Cudgel Skin (30 Days);20;2892;2
4277;Imp Cudgel Skin (Permanent);20;2892;2
4278;Wildflower Bow Skin (30 Days);20;2893;4
4279;Wildflower Bow Skin (Permanent);20;2893;4
4280;Uchiwa Skin (30 Days);20;2894;8
4281;Uchiwa Skin (Permanent);20;2894;8
4282;Police Cap (30 Days);20;2890;14
4283;Police Cap (Permanent);20;2890;14
4284;Police Uniform (30 Days);20;2891;14
4285;Police Uniform (Permanent);20;2891;14
4286;Concierge Hat (30 Days);20;2895;14
4287;Concierge Hat (Permanent);20;2895;14
4288;Concierge Uniform (30 Days);20;2896;14
4289;Concierge Uniform (Permanent);20;2896;14
4290;none;1;656;0
4291;none;1;657;0
4292;none;1;658;0
4293;none;1;659;0
4294;none;1;660;0
4295;none;1;661;0
4296;none;1;662;0
4297;none;1;663;0
4298;none;1;664;0
4299;none;1;588;0
4300;Viking Helmet (30 Days);20;2900;30
4301;Viking Helmet (Permanent);20;2900;30
4302;Viking Armour (30 Days);20;2901;30
4303;Viking Armour (Permanent);20;2901;30
4304;Frigg's Key;1;2902;0
4305;Ragnar's Key;1;2903;0
4306;Erdimien's Key;1;2915;0
4307;Dragon Wing Decoration;70;2904;14
4308;Old Viking Costume (7 Days);20;2901;30
4309;Steampunk Chronoblade (Permanent);20;2918;2
4310;Steampunk Clockwork Bow (Permanent);20;2919;4
4311;Steampunk Geared Wand (Permanent);20;2920;8
4312;Steampunk Chronoblade (30 Days);20;2918;2
4313;Steampunk Clockwork Bow (30 Days);20;2919;4
4314;Steampunk Geared Wand (30 Days);20;2920;8
4315;Jennifer's Key;1;2926;0
4316;Desert Turban (30 Days);20;2933;14
4317;Desert Turban (Permanent);20;2933;14
4318;Floral Crown (30 Days);20;2935;14
4319;Floral Crown (Permanent);20;2935;14
4320;Desert Robe (30 Days);20;2934;14
4321;Desert Robe (Permanent);20;2934;14
4322;Belly Dancer Costume (30 Days);20;2936;14
4323;Belly Dancer Costume (Permanent);20;2936;14
4326;Bone Warrior Ragnar's Specialist Partner Card;1;2943;0
4327;Yertirand's Wand;85;2938;8
4328;Twisted Yertirand's Wand;85;2939;8
4329;Dragonrider's Gloves;80;2940;0
4330;Yertirand's Key;1;2941;0
4331;Lich Energy Necklace;80;2945;0
4332;Lich Energy Ring;80;2947;0
4333;Lich Energy Bracelet;80;2946;0
4334;Dragonrider's Helm;80;2948;30
4335;Dragonrider's Shoes;80;2949;0
4336;Sir Purcival;1;2950;0
4337;Baron Scratch;1;2951;0
4338;Admiral Horatio Ginger Bead;1;2952;0
4339;Pirate King Blackwhiskers Bead;1;2953;0
4340;Magic Speed Booster (1 Day);120;2957;10
4341;Magic Speed Booster (3 Days);120;2957;10
4342;Magic Speed Booster (7 Days);120;2957;0
4343;Mad Professor Macavity's Test Subject;1;2962;0
4344;White Witch Laurena's Disguise;30;2958;30
4345;Mad Professor Macavity;1;2963;0
4346;Skelekat Groom Bead;1;4042;0
4347;Zombikit Bride Bead;1;4043;0
4348;MechaMog Bead;1;4050;0
4350;10th Anniversary Cake Knife Skin (10 Days);20;2959;2
4351;10th Anniversary Cake Skin (10 Days);20;2960;4
4352;10th Anniversary Firecracker Skin (10 Days);20;2961;8
4353;10th Anniversary Cake Knife Skin (Permanent);20;2959;2
4354;10th Anniversary Cake Skin (Permanent);20;2960;4
4355;10th Anniversary Firecracker Skin (Permanent);20;2961;8
4356;Mother Nature's Lightning Rune;30;2973;0
4357;Mother Nature's Tree Rune;30;2974;0
4358;Mother Nature's Cloud Rune;30;2975;0
4359;Mother Nature's Fire Rune;30;2976;0
4360;Mother Nature's Lightning Rune (Rare);30;2977;0
4361;Mother Nature's Tree Rune (Rare);30;2978;0
4362;Mother Nature's Cloud Rune (Rare);30;2979;0
4363;Mother Nature's Fire Rune (Rare);30;2980;0
4364;Reindeer Hat (30 Days);20;2993;14
4365;Reindeer Hat (Permanent);20;2993;14
4366;Reindeer Costume (30 Days);20;2994;14
4367;Reindeer Costume (Permanent);20;2994;14
4368;Christmas Tree (30 Days);20;2995;2
4369;Candy Bow (30 Days);20;2996;4
4370;Christmas Bell (30 Days);20;2997;8
4371;Christmas Tree (Permanent);20;2995;2
4372;Candy Bow (Permanent);20;2996;4
4373;Christmas Bell (Permanent);20;2997;8
4374;Winter Hat (30 days);20;4006;14
4375;Winter Hat (Permanent);20;4006;14
4376;Long Winter Coat (30 days);20;4007;14
4377;Long Winter Coat (Permanent);20;4007;14
4378;Spiky Hairstyle;20;429;14
4379;Dragon Knight Costume (30 Days);20;4008;14
4380;Dragon Knight Costume (Permanent);20;4008;14
4381;Frost Warrior?s Helm (30 days);20;4010;14
4382;Frost Warrior?s Helm (Permanent);20;4010;14
4383;Frost Warrior?s Armour (30 days);20;4011;14
4384;Frost Warrior?s Armour (Permanent);20;4011;14
4385;Puppet Master's Hairpin (30 Days);20;4046;30
4386;Puppet Master's Hairpin (Permanent);20;4046;30
4387;Puppet Master's Dress (30 Days);20;4047;30
4388;Puppet Master's Dress (Permanent);20;4047;30
4389;Puppet Master's Bear Head (30 Days);20;4044;30
4390;Puppet Master's Bear Head (Permanent);20;4044;30
4391;Puppet Master's Bear Costume (30 Days);20;4045;30
4392;Puppet Master's Bear Costume (Permanent);20;4045;30
4393;Karate Hairstyle (30 days);20;4056;30
4394;Karate Hairstyle (Permanent);20;4056;30
4395;Karate Gi (30 Days);20;4057;30
4396;Karate Gi (Permanent);20;4057;30
4486;Draconic Fist Specialist Card;1;4048;16
4487;Archmage Specialist Card;1;2708;8
4488;Avenging Angel Specialist Card;1;2707;4
4489;Renegade Specialist Card;1;2706;2
4490;Caligor's Golden Horn;80;2657;30
4491;Seer Specialist Card;1;2656;8
4492;Demon Hunter Specialist Card;1;2655;4
4493;Death Reaper Specialist Card;1;2654;2
4494;Battle Monk Specialist Card (Time-Space);1;2588;2
4495;Scout Specialist Card (Time-Space);1;2589;4
4496;Tide Lord Specialist Card (Time-Space);1;2590;8
4497;Battle Monk Specialist Card;1;2588;2
4498;Scout Specialist Card;1;2589;4
4499;Tide Lord Specialist Card;1;2590;8
4500;Gladiator Specialist Card;1;2544;2
4501;Fire Cannoneer Specialist Card;1;2545;4
4502;Volcano Specialist Card;1;2546;8
4503;Hero's Amulet of Fire;75;2551;0
4504;Mystical Glacier Stone;80;2582;0
4699;Laurena's Witch Hat;70;2701;14
4700;Cowboy Bushtail;1;2648;0
4701;Ninja Bushtail;1;2649;0
4702;Indian Bushi;1;2660;0
4703;Viking Bushi;1;2673;0
4704;Puss in Boots;1;2687;0
4705;Zenas (Fire);1;2879;10
4706;Zenas (Water);2;2879;10
4707;Zenas (Light);3;2879;10
4708;Zenas (Shadow);4;2879;10
4709;Erenia (Fire);1;2880;10
4710;Erenia (Water);2;2880;10
4711;Erenia (Light);3;2880;10
4712;Erenia (Shadow);4;2880;10
4713;Fernon (Fire);1;2881;10
4714;Fernon (Water);2;2881;10
4715;Fernon (Light);3;2881;10
4716;Fernon (Shadow);4;2881;10
4717;Ancelloan the Creator Treasure Chest;0;302;0
4718;Fernon the Destroyer Treasure Chest;0;302;0
4719;Steel Fist;80;4014;16
4720;Short Riding Gauntlet;80;4012;16
4721;Martial Artist's Gauntlet;82;4013;16
4722;Black Fist;82;4016;16
4723;Toughened Leather Gauntlet;84;4012;16
4724;Martial Artist's Leather Gauntlet;84;4013;16
4725;Gauntlet of Power;86;4015;16
4726;Apprentice Assassin's Gauntlet;86;4017;16
4727;Sicario's Gauntlet;88;4017;16
4728;Doom Fists' Gauntlet;88;4018;16
4729;Cold Metal Gauntlet;90;4019;16
4730;Ladine's Tear;90;4020;16
4731;Fenris' Claw;92;4021;16
4732;Fire Golem Gauntlet;92;4022;16
4733;Chaos Scale Gauntlet;95;4023;16
4734;Flame of Ifrit;95;4024;16
4735;Sealed Goddess Fist;25;4025;16
4736;Divine Fist;45;4026;16
4737;Trainee Martial Artist's Uniform;80;4029;16
4738;Grubby Riding Armour;81;4031;16
4739;Riding Armour;83;4031;16
4740;Black's Suit;83;4032;16
4741;Leather Armour;85;4031;16
4742;Toughened Leather Armour;85;4032;16
4743;Power Armour;87;4033;16
4744;Apprentice Assassin's Armour;87;4032;16
4745;Sicario's Armour;89;4032;16
4746;Doom Fists' Armour;89;4033;16
4747;Desert Robbers' Armour;91;4034;16
4748;Akamur Armour;91;4035;16
4749;Mysterious Traveller's Armour;93;4036;16
4750;Felice's Armour;93;4037;16
4751;Lord Cuarry's Armour;96;4038;16
4752;Challenger's Armour;96;4039;16
4753;Rumial's Holiness;28;4040;16
4754;Champion's Armour;48;4041;16
4755;Zenas' Divine Ring;50;4049;30
4756;Steel Fist;80;4014;16
4757;Trainee Martial Artist's Uniform;80;4029;16
4800;Aegir's Specialist Partner Card;1;2573;0
4801;Specialist Partner Card Holder;0;2579;0
4802;Barni's Specialist Partner Card;1;2574;0
4803;Freya's Specialist Partner Card;1;2575;0
4804;Shinobi's Specialist Partner Card;1;2623;0
4805;Lotus' Specialist Partner Card;1;2624;0
4806;Orkani's Specialist Partner Card;1;2625;0
4807;Foxy's Specialist Partner Card;1;2672;0
4808;Maru's Specialist Partner Card;1;2681;0
4809;Maru in Mother's Fur (PSP);1;2682;0
4810;Hongbi's Specialist Partner Card;1;2694;0
4811;Cheongbi's Specialist Partner Card;1;2695;0
4812;Archangel Lucifer's Specialist Partner Card;1;2697;0
4813;Laurena's Specialist Partner Card;1;2709;0
4814;Amon's Specialist Partner Card;1;2710;0
4815;Lucy Lopears' Specialist Partner Card;1;2711;0
4816;Bunny Hairband;20;849;14
4817;Cowgirl Chloe;1;2726;0
4818;Fiona's Specialist Partner Card;1;2729;0
4819;Jinn's Specialist Partner Card;1;2732;0
4820;Ice Princess Eliza;1;2790;0
4821;Daniel Ducats;1;2789;0
4822;Palina Puppet Master's Specialist Partner Card;1;2803;0
4823;Harlequin's Specialist Partner Card;1;2806;0
4824;Nelia Nymph;1;2809;0
4825;Little Princess Venus;1;2810;0
4826;Nutcracker Shako (30 Days);20;2811;14
4827;Nutcracker Shako (Permanent);20;2811;14
4828;Nutcracker Uniform (30 Days);20;2812;14
4829;Nutcracker Uniform (Permanent);20;2812;14
4835;Laurena's Necklace;38;2829;0
4836;Laurena's Ring;33;2828;0
4837;Laurena's Bracelet;35;2827;0
4838;Fernon's Gloves;0;2770;0
4839;Fernon's Shoes;48;2826;0
4840;Azrael's Mask;50;2825;30
4841;Shares' Steel Helm;50;2822;2
4842;Glacernon Leather Hat;50;2823;4
4843;Mukraju's Circlet;50;2824;8
4844;Honourable: Master Robber's Gloves;75;707;0
4845;Honourable: Master Robber's Shoes;75;722;0
4846;Mask of the Forgotten Hero D;70;225;30
4847;Headband of the Unknown Hero;70;985;30
4848;Necklace of the Forgotten Hero J;70;416;0
4849;Ring of the Forgotten Hero S;70;419;0
4850;Bracelet of the Forgotten Hero M;70;422;0
4851;Honourable: Robber Gang's Golden Armour;80;298;2
4852;Honourable: Robber Gang's Golden Tunic;80;296;4
4853;Honourable: Robber Gang's Golden Robe;80;272;8
4854;Honourable: Commander's Heavy Armour;88;360;2
4855;Honourable: Commander's Robe;88;358;8
4856;Honourable: Commander's Leather Armour;88;359;4
4857;Honourable: Calvinas' Bluetooth Dagger;82;290;4
4858;Honourable: Calvinas' Waterflower Wand;82;268;8
4859;Honourable: Calvinas' Bluehorn Spellgun;82;294;8
4860;Honourable: Calvinas' Firestorm Sword;82;262;2
4861;Honourable: Calvinas' Bluethorn Crossbow;82;292;2
4862;Honourable: Calvinas' Redwave Bow;82;265;4
4863;Honourable: Great Leader's Crossbow;88;402;2
4864;Honourable: Great Leader's Magic Weapon;88;408;8
4865;Honourable: Great Leader's Knife;88;405;4
4866;Honourable: Great Leader's Cut Sword;88;349;2
4867;Honourable: Great Leader's Magic Wand;88;356;8
4868;Honourable: Great Leader's Recurve Bow;88;353;4
4869;Honourable: Antique Fire Mask;92;2428;30
4871;Honourable: Flame Helmet;90;2430;30
4872;Honourable: Magmaros' Glove;88;2431;0
4873;Honourable: Valakus' Glove;91;2432;0
4874;Honourable: Flame Giant Boots;88;2433;0
4875;Honourable: Kertos' Boots;91;2434;0
4876;Honourable: Flame Giant Bracelet;90;2435;0
4877;Honourable: Katol's Bracelet;93;2436;0
4878;Honourable: Phoenix Ring;90;2437;0
4879;Honourable: Grail's Ring;93;2438;0
4880;Honourable: Blaze Hound's Collar;90;2439;0
4881;Honourable: Kertos' Collar;93;2440;0
4882;Honourable: Flame Giant's Armoured Equipment;93;2418;2
4883;Honourable: Katol's Steel Chest Armour;96;2419;2
4884;Honourable: Blaze Hound's Leather Armour;93;2421;4
4885;Honourable: Kertos' Leather Chest Armour;96;2422;4
4886;Honourable: Fiery Phoenix's Robe;93;2424;8
4887;Honourable: Gleaming Grail's Robe;96;2425;8
4888;Honourable: Magmoros' Fire Sword;92;2464;2
4889;Honourable: Valakus' Fire Sword;95;2406;2
4890;Honourable: Phoenix Wings;92;2466;4
4891;Honourable: Grail's Wings;95;2407;4
4892;Honourable: Lava Ghost's Wand;92;2468;8
4893;Honourable: Katol's Wand;95;2408;8
4894;Honourable: Phoenix's Claw;92;2409;2
4895;Honourable: Grail's Claw;95;2410;2
4896;Honourable: Blaze Hound's Fang;92;2412;4
4897;Honourable: Kertos' Fang;95;2413;4
4898;Honourable: Valaket's Breath;92;2415;8
4899;Honourable: Valakus' Breath;95;2416;8
4900;Magmoros' Fire Sword;92;2464;2
4901;Valakus' Fire Sword;95;2406;2
4902;Forgotten Hero's Sword;90;2465;2
4903;Phoenix Wings;92;2466;4
4904;Grail's Wings;95;2407;4
4905;Forgotten Hero's Bow;90;2467;4
4906;Lava Ghost's Wand;92;2468;8
4907;Katol's Wand;95;2408;8
4908;Forgotten Hero's Magic Wand;90;2469;8
4909;Phoenix's Claw;92;2409;2
4910;Grail's Claw;95;2410;2
4911;Forgotten Hero's Crossbow;90;2411;2
4912;Blaze Hound's Fang;92;2412;4
4913;Kertos' Fang;95;2413;4
4914;Forgotten Hero's Dagger;90;2414;4
4915;Valaket's Breath;92;2415;8
4916;Valakus' Breath;95;2416;8
4917;Forgotten Hero's Spell Gun;90;2417;8
4918;Flame Giant Shell Armour;93;2418;2
4919;Katol's Steel Chest Armour;96;2419;2
4920;Forgotten Hero's Chest Armour;90;2420;2
4921;Blaze Hound's Leather Armour;93;2421;4
4922;Kertos' Leather Chest Armour;96;2422;4
4923;Forgotten Hero's Leather Armour;90;2423;4
4924;Fiery Phoenix's Robe;93;2424;8
4925;Gleaming Grail's Robe;96;2425;8
4926;Forgotten Hero's Robe;90;2426;8
4927;Antique Mask;87;2427;30
4928;Antique Fire Mask;92;2428;30
4929;Lava Ghost Helmet;85;2429;30
4930;Flame Giant Helmet;90;2430;30
4931;Magmaros' Gloves;88;2431;0
4932;Valakus' Gloves;91;2432;0
4933;Flame Giant Boots;88;2433;0
4934;Kertos' Boots;91;2434;0
4935;Flame Giant Bracelet;90;2435;0
4936;Katol's Bracelet;93;2436;0
4937;Phoenix Ring;90;2437;0
4938;Grail's Ring;93;2438;0
4939;Blaze Hound's Collar;90;2439;0
4940;Kertos' Collar;93;2440;0
4941;Sealed Heavenly Helmet;30;2781;2
4942;Erenia's Necklace;18;2786;0
4943;Erenia's Ring;12;2787;0
4944;Erenia's Bracelet;15;2788;0
4945;Sealed Hellord Helmet;30;2782;2
4946;Zenas' Necklace;18;2783;0
4947;Zenas' Ring;12;2784;0
4948;Zenas' Bracelet;15;2785;0
4949;Sealed Heavy Heavenly Armour;28;2774;2
4950;Sealed Heavenly Robe;28;2775;8
4951;Sealed Heavenly Leather Armour;28;2776;4
4952;Sealed Hellord Heavy Armour;28;2777;2
4953;Sealed Hellord Robe;28;2778;8
4954;Sealed Hellord Leather Armour;28;2779;4
4955;Sealed Heavenly Crossbow;25;2762;2
4956;Sealed Heavenly Spell Gun;25;2763;8
4957;Sealed Heavenly Dagger;25;2764;4
4958;Sealed Heavenly Sword;25;2759;2
4959;Sealed Heavenly Staff;25;2760;8
4960;Sealed Heavenly Bow;25;2761;4
4961;Sealed Hellord Crossbow;25;2780;2
4962;Sealed Hellord Spell Gun;25;2765;8
4963;Sealed Hellord Dagger;25;2766;4
4964;Sealed Hellord Sword;25;2767;2
4965;Sealed Hellord Wand;25;2768;8
4966;Sealed Hellord Bow;25;2769;4
4967;Sealed Heavenly Gloves;20;2770;0
4968;Sealed Heavenly Shoes;28;2771;0
4969;Sealed Hellord Gloves;20;2772;0
4970;Sealed Hellord Shoes;28;2773;0
4971;Sealed Heavenly Leather Hat;30;2793;4
4972;Sealed Hellord Leather Hat;30;2795;4
4973;Sealed Heavenly Headband;30;2794;8
4974;Sealed Hellord Headband;30;2796;8
4975;Erenia's Crafted Horn;30;2791;30
4976;Zenas' Luxury High Heels;30;2792;0
4977;Graham's Holy Stone;1;2800;0
4978;Luminiel's Shining Crossbow;45;2815;2
4979;Abyssal Lorten's Spell Gun;45;2818;8
4980;Broken Krem's Left Blade;45;2814;4
4981;Broken Krem's Right Blade;45;2813;2
4982;Seli-Lusha's Branch of Light;45;2817;8
4983;Azrael's Wings;45;2816;4
4984;Brave Shares' Heavy Armour;48;2819;2
4985;Mukraju's Robe;48;2821;8
4986;Leather Armour of Silver Soul Glacernon;48;2820;4
4987;Angelic Ring;30;4049;30
4988;Jennifer's Feathered Hat;30;2930;30
4990;Lightning Rune;30;578;0
4991;Wave Rune;30;579;0
4992;Cloud Rune;30;581;0
4993;Wind Rune;30;582;0
4994;Fire Rune;30;584;0
5001;none;0;1405;0
5002;none;0;1411;0
5003;none;0;1400;0
5004;Sellaim Random Box;0;1744;0
5005;Woondine Random Box;0;1744;0
5006;Eperial Random Box;0;1744;0
5007;Turik Random Box;0;1744;0
5008;Magic Convertible;-24;1413;0
5009;none;0;336;0
5010;Star (Event);0;1368;0
5011;Coupon (Event);0;1134;0
5012;1 (Event);88;1380;0
5013;1 Year Anniversary Medal;0;1385;0
5014;Grown Sellaim Random Box;0;1743;0
5015;Grown Woondine Random Box;0;1743;0
5016;Grown Eperial Random Box;0;1743;0
5017;Grown Turik Random Box;0;1743;0
5018;Wedding Box;0;1744;0
5019;Aqua Bushtail Random Box;0;1370;0
5020;Exterminator Bushtail Random Box;0;1370;0
5021;Sick Bushtail Random Box;0;1370;0
5022;Brown Bushi Random Box;0;1370;0
5023;Samurai Bushtail Random Box;0;1370;0
5024;Bull Bushtail Random Box;0;1370;0
5025;none;0;1370;0
5026;Rusty Robby Random Box;0;1370;0
5027;none;0;1370;0
5028;none;0;1370;0
5029;none;0;1370;0
5030;Magic Convertible Random Box;0;1370;0
5031;none;0;1370;0
5032;none;0;1370;0
5033;none;0;1370;0
5034;none;0;1400;0
5035;Moonlight Powder;0;1209;0
5036;Clay Soil;0;1200;0
5037;Magic Fertiliser;0;2142;0
5038;Potato Monster Seedling;0;2106;0
5039;Muddy Bag;0;1730;0
5040;Thanksgiving Gift Box;0;1621;0
5041;Magic Carpet Random Box;0;1507;0
5042;Magic Scooter Random Box;0;1507;0
